investor,year,weighted_score
3G Capital Partners Ltd.,2013,3.04853618423179
Jericho Capital Asset Management L.P.,2015,3.0474514948239086
Glendon Capital Management LP,2017,3.046128649262082
Buffington Mohr McNeal,2015,3.044465697772437
MAI Capital Management,2017,3.0423298239494
"JBF Capital, Inc.",2017,3.04166898030309
SANDERS MORRIS HARRIS LLC,2017,3.0385627178084915
"Shellback Capital, LP",2017,3.03272202868986
Altus Capital Inc.,2013,3.031068414458349
"GAMCO INVESTORS, INC. ET AL",2015,3.028909232303517
"TWO SIGMA INVESTMENTS, LP",2017,3.0280652060208078
EARNEST PARTNERS LLC,2015,3.0254711456399237
Independent Order of Foresters,2017,3.023227492616153
Leonard Capital Management INC,2013,3.0194680433099568
WESTPORT ASSET MANAGEMENT INC,2015,3.01917603220365
"Waterfront Capital Partners, LLC",2015,3.0172875410863647
"CWH Capital Management, Inc.",2015,3.0164401928013396
"Savant Capital, LLC",2015,3.015362850464971
COURIER CAPITAL LLC,2017,3.0151897030833825
GREEN SQUARE CAPITAL LLC,2015,3.0084965666424717
JD CAPITAL MANAGEMENT LLC,2015,3.0052575636720498
SECOND CURVE CAPITAL LLC,2017,2.999694434877941
PERKINS CAPITAL MANAGEMENT INC,2015,2.9989295920420194
EAGLE GLOBAL ADVISORS LLC,2015,2.9963476408112855
"THOMPSON DAVIS & CO., INC.",2015,2.9961507218164245
"Sullivan, Bruyette, Speros & Blaney, LLC",2017,2.984167260740989
FrontFour Capital Group LLC,2015,2.983006669362414
APG Asset Management US Inc.,2013,2.9813029202994428
Cascabel Management LP,2013,2.977125519743132
NICOLET BANKSHARES INC,2017,2.9730106962243563
"TURNER INVESTMENTS, L.P.",2015,2.970908733917029
"Weaver C. Barksdale & Associates, Inc.",2015,2.9706462804495084
"WALNUT PRIVATE EQUITY PARTNERS, LLC",2015,2.967209738307448
"MOORE CAPITAL MANAGEMENT, LP",2015,2.9666897453718213
ORRELL CAPITAL MANAGEMENT INC,2013,2.960154493887928
DUBUQUE BANK & TRUST CO,2013,2.9578341089252667
"Koshinski Asset Management, Inc.",2015,2.9561878849495997
Liberty Mutual Group Asset Management Inc.,2017,2.955148886341349
"Shinko Asset Management Co., Ltd.",2015,2.9509569924835395
"Matrix Capital Management Company, LP",2017,2.950527163011231
"New England Investment & Retirement Group, Inc.",2015,2.950121728006777
SENTINEL TRUST CO LBA,2017,2.9501102039785523
CRITERION CAPITAL MANAGEMENT LLC,2015,2.9474386079281434
"Pinnacle Wealth Management Advisory Group, LLC",2017,2.9459016929832917
SPINNAKER TRUST,2013,2.9439231066805434
"TWO SIGMA SECURITIES, LLC",2017,2.939009916392913
"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.",2017,2.938217781536939
GSA CAPITAL PARTNERS LLP,2013,2.937291611211741
BANK OF STOCKTON,2017,2.937276726877461
Aspen Investment Management Inc,2015,2.933810028423749
MALTESE CAPITAL MANAGEMENT LLC,2017,2.9321036582559517
Migdal Insurance & Financial Holdings Ltd.,2017,2.931275813139346
EFG Asset Management (Americas) Corp.,2015,2.928467267914114
UBS Group AG,2015,2.9265063324713148
GAGNON SECURITIES LLC,2015,2.925642258574853
OMT Capital Management LLC,2013,2.9207021618969193
Choate Investment Advisors,2013,2.9198273815202875
"Gibson Capital, LLC",2017,2.9193941709112696
"Hilton Capital Management, LLC",2013,2.9191735102221816
"Electron Capital Partners, LLC",2015,2.9187311030700016
"Twin Tree Management, LP",2017,2.915835235016226
QVT Financial LP,2013,2.9066054240057038
Encompass Capital Advisors LLC,2015,2.906323176910826
"TELEMUS CAPITAL, LLC",2017,2.90165262823748
SCGF III MANAGEMENT LLC,2013,2.900373719977195
venBio Select Advisor LLC,2017,2.8989868437894013
OSTERWEIS CAPITAL MANAGEMENT INC,2017,2.8953138711804662
Paragon Capital Management Ltd,2017,2.894225008164616
"Jarislowsky, Fraser Ltd",2017,2.89402575840342
DISCIPLINED GROWTH INVESTORS INC /MN,2015,2.8939404994402658
"EVENTIDE ASSET MANAGEMENT, LLC",2017,2.893777058243428
JPMORGAN CHASE & CO,2015,2.8913904670749724
UBS OCONNOR LLC,2017,2.8910310889236848
Towercrest Capital Management,2017,2.887866075368976
NATIONAL PLANNING CORP,2015,2.8867687216136293
WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC,2015,2.8815778129463383
"KEY GROUP HOLDINGS (CAYMAN), LTD.",2015,2.876975109059515
First Personal Financial Services,2017,2.8749162756053543
Artisan Partners Limited Partnership,2013,2.873192036809045
"Sequoia Financial Advisors, LLC",2017,2.8696288443974893
"INDUS CAPITAL PARTNERS, LLC",2017,2.8657133052708903
CHICKASAW CAPITAL MANAGEMENT LLC,2017,2.8555144453760706
Fragasso Group Inc.,2017,2.8546977476574686
"KINGDON CAPITAL MANAGEMENT, L.L.C.",2017,2.8499615022842626
"Uniplan Investment Counsel, Inc.",2017,2.8486593973582712
GARDNER LEWIS ASSET MANAGEMENT L P,2013,2.846289073799396
CARLSON CAPITAL L P,2013,2.8437188753774656
GABELLI FUNDS LLC,2017,2.843684357397758
"Ameritas Investment Partners, Inc.",2017,2.8432872387993458
PITTENGER & ANDERSON INC,2017,2.843036961714796
"Trellus Management Company, LLC",2017,2.842791310689499
"Graham Capital Management, L.P.",2015,2.8374174504215826
"DIAM Co., Ltd.",2015,2.835752318066536
Pine River Capital Management L.P.,2013,2.833791492600184
Reliance Trust Co of Delaware,2013,2.827849758493368
"SAMLYN CAPITAL, LLC",2015,2.8249011480025508
AGF INVESTMENTS INC.,2013,2.8190310246215358
"A.R.T. Advisors, LLC",2015,2.819011450399627
"Private Capital Management, LLC",2015,2.81896612357647
"ARGA Investment Management, LP",2013,2.8184020728571357
"GM Advisory Group, Inc.",2017,2.8166761834369467
"GRIMES & COMPANY, INC.",2017,2.8162572636410763
HARVEST CAPITAL MANAGEMENT INC,2013,2.812411085744489
BW Gestao de Investimentos Ltda.,2015,2.812113163943254
"LEUTHOLD GROUP, LLC",2015,2.81035417570381
"GoodHaven Capital Management, LLC",2015,2.8034558095858766
SIMMONS FIRST TRUST CO NA,2013,2.802870195871605
"Cardinal Capital Management, Inc.",2015,2.802450002316227
"Marathon Partners Equity Management, LLC",2017,2.8022789235927332
"Concept Capital Markets, LLC",2013,2.79708729191409
Ulysses Management LLC,2015,2.7947467707031386
FOUNDERS BANK & TRUST,2013,2.7935226217208817
SECOND CURVE CAPITAL LLC,2013,2.787475956195911
Steinberg Global Asset Management,2017,2.7823617440362827
"Nuveen Asset Management, LLC",2017,2.7789665526581686
SUNTRUST BANKS INC,2013,2.7776488843311657
CITY NATIONAL BANK,2013,2.777583716466502
Sigma Planning Corp,2017,2.776850649637045
TWO SIGMA INVESTMENTS LLC,2015,2.776467334325201
Perella Weinberg Partners Capital Management LP,2013,2.771668095149641
"Proxima Capital Management, LLC",2013,2.7696570622215377
AEW CAPITAL MANAGEMENT L P,2015,2.7670217729029196
"Parallax Volatility Advisers, LLC",2013,2.7655798883004215
BAUPOST GROUP LLC/MA,2017,2.7640034437012884
Ion Asset Management Ltd.,2015,2.762670893502565
Lingohr & Partner Asset Management GmbH,2017,2.762258424871513
Lumina Fund Management LLC,2017,2.761539601725285
"Jaffetilchin Investment Partners, LLC",2017,2.7614666340320095
JHL Capital Group LLC,2015,2.7614377900365907
"NEW MOUNTAIN VANTAGE ADVISERS, L.L.C.",2017,2.755228543999877
INSIGHT CAPITAL RESEARCH & MANAGEMENT INC,2013,2.754538509594662
SOL Capital Management CO,2015,2.7514629058398596
JGP Global Gestao de Recursos Ltda.,2017,2.750627289858648
"Geologic Resource Partners, LLC",2013,2.7501870239833854
"Blue Ridge Capital, L.L.C.",2015,2.748113009930652
Yorktown Management & Research Co Inc,2017,2.74627830007946
"SignalPoint Asset Management, LLC",2015,2.7413677319353233
GABELLI FUNDS LLC,2013,2.7343114306682494
CITIGROUP INC,2015,2.7329908664670026
"Salient Capital Advisors, LLC",2017,2.7292502011927757
HAVENS ADVISORS LLC,2013,2.7269390742245654
BRANT POINT INVESTMENT MANAGEMENT LLC,2015,2.725388110420658
"Empirical Capital Management, LLC",2015,2.724248593068124
"Checchi Capital Advisers, LLC",2015,2.7231397979492162
Towercrest Capital Management,2015,2.722577484749519
Prospera Financial Services Inc,2017,2.721241499636303
"Oxbow Advisors, LLC",2015,2.7204127316113285
Winton Capital Management Ltd,2013,2.720143941153877
Greenhouse Funds LLLP,2017,2.717762906446968
NATIONAL PLANNING CORP,2017,2.7142185452970784
"Bares Capital Management, Inc.",2015,2.712709841906714
"Miller Investment Management, LP",2015,2.7097798326483398
"Constellation Wealth Advisors, LLC",2015,2.7076490235998296
"D. E. Shaw & Co., Inc.",2017,2.7071859159586675
Dynamic Capital Management Ltd,2013,2.702468985931035
Heritage Wealth Advisors,2015,2.6991212930857698
"PEAVINE CAPITAL MANAGEMENT, LLC",2015,2.6980168778105273
Hodges Capital Management Inc.,2013,2.696663261210729
"Beutel, Goodman & Co Ltd.",2017,2.691478643116263
U S GLOBAL INVESTORS INC,2015,2.6896332642439815
EARNEST PARTNERS LLC,2017,2.6885653419235274
Rainier Group Investment Advisory LLC,2017,2.6876411104010285
"TIDE POINT CAPITAL MANAGEMENT, LP",2015,2.6870040963419757
"Blue Edge Capital, LLC",2017,2.6849231589572105
"TPH Asset Management, LLC",2013,2.6806870303530457
"Owl Creek Asset Management, L.P.",2015,2.6799572245470182
ALLSTATE CORP,2015,2.674380873995614
"RMB Capital Management, LLC",2017,2.6726679135513773
MORGAN STANLEY,2013,2.672497146749465
TIGER MANAGEMENT L.L.C.,2013,2.6686220918934307
EVEREST CAPITAL LLC,2013,2.6598594645900118
CAPITAL INTERNATIONAL SARL,2017,2.6533793465691327
FIRST TRUST ADVISORS LP,2017,2.653316711660982
"Gibson Capital, LLC",2015,2.652867739172025
MESSNER & SMITH THEME VALUE INVESTMENT MANAGEMENT LTD /CA/,2015,2.649193231744933
TIMUCUAN ASSET MANAGEMENT INC/FL,2013,2.6453885450612
"Tygh Capital Management, Inc.",2013,2.643844450847102
"Cupps Capital Management, LLC",2013,2.6426189535773883
ALPHAGEN SECURITIES LLC,2015,2.6403082935782587
FOUNDERS FINANCIAL SECURITIES LLC,2015,2.6365777230056944
"ARGA Investment Management, LP",2015,2.6357036054626617
"Hound Partners, LLC",2013,2.6355880324014467
"PDT Partners, LLC",2017,2.6355714611949113
40 North Management LLC,2013,2.6326850974110285
"SRS Capital Advisors, Inc.",2017,2.630348059967769
Fox Point Capital Management LLC,2013,2.630312546067449
"Corundum Group, Inc.",2017,2.629889822419986
INVESTMENT CENTERS OF AMERICA INC,2013,2.628733199638158
GOODWIN DANIEL L,2017,2.6286316881046026
"SIR Capital Management, L.P.",2017,2.626020364253753
Princeton Alpha Management LP,2015,2.620578686521197
JPMORGAN CHASE & CO,2013,2.6204083968987906
Leonard Capital Management INC,2015,2.619896655678852
Nine Chapters Capital Management LLC,2015,2.618264597661139
RMR Advisors LLC,2017,2.6177221202729757
"I.G. INVESTMENT MANAGEMENT, LTD.",2015,2.616325296906909
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,2013,2.613129358952091
Independent Order of Foresters,2015,2.6086400552620117
"First Allied Advisory Services, Inc.",2017,2.603693331230703
WEDGEWOOD INVESTORS INC /PA/,2015,2.5933021245619257
VERTEX ONE ASSET MANAGEMENT INC.,2013,2.5928407539960214
PRIVATE BANK & TRUST CO,2017,2.591550470385403
"Three Peaks Capital Management, LLC",2015,2.589717180884301
"Camelot Portfolios, LLC",2017,2.587037429752344
Quinn Opportunity Partners LLC,2015,2.581676191832486
Emancipation Management LLC,2015,2.578874082119219
ADVISORY RESEARCH INC,2015,2.5781899334147975
Taconic Capital Advisors LP,2017,2.577792212227449
"Northside Capital Management, LLC",2017,2.5775160565980917
SMITHFIELD TRUST CO,2017,2.57241790255801
Wallace Capital Management Inc.,2015,2.5680363399187307
Graticule Asia Macro Advisors LLC,2017,2.567996847739265
"Waldron, LP",2017,2.5640479656519863
"VISTA EQUITY PARTNERS MANAGEMENT, LLC",2017,2.5639300798926827
"Netols Asset Management, Inc.",2013,2.5617374074453725
"Clark Capital Management Group, Inc.",2017,2.554247819807802
Bandera Partners LLC,2015,2.5539335041883655
"Valentine Capital Asset Management, Inc.",2015,2.552918101773893
Resolution Capital Ltd,2017,2.548641891832354
SECURITY CAPITAL RESEARCH & MANAGEMENT INC,2017,2.5480823396934302
Homrich & Berg,2017,2.5478541395372565
Highstreet Asset Management Inc.,2017,2.5460428806923194
HWG Holdings LP,2017,2.5397252180878636
CARLSON CAPITAL L P,2015,2.5388519415584767
InView Investment Management LLC,2013,2.538384936892343
"DIAM Co., Ltd.",2013,2.536339734456919
"Harvey Partners, LLC",2017,2.5337783754983274
"FSI GROUP, LLC",2017,2.5333729578056667
CARLSON CAPITAL L P,2017,2.5318527296413875
Ativo Capital Management LLC,2015,2.5309668544917976
SILVER CAPITAL MANAGEMENT LLC,2013,2.528722041846947
HOLLENCREST SECURITIES LLC,2015,2.5254999949876313
BALYASNY ASSET MANAGEMENT LLC,2015,2.5245684236500123
"Seamans Capital Management, LLC",2013,2.523813631923065
"Ameritas Investment Partners, Inc.",2015,2.519777783902667
Airain ltd,2013,2.5161337614769796
"DW Investment Management, LP",2013,2.514246688716935
HARVEST CAPITAL MANAGEMENT INC,2017,2.513963239200044
"Private Advisor Group, LLC",2017,2.512335552662861
CREDIT AGRICOLE S A,2017,2.5110031861839235
"TIEDEMANN WEALTH MANAGEMENT, LLC",2017,2.5103610812158292
"Baker Avenue Asset Management, LP",2015,2.5068855254746594
Campbell & CO Investment Adviser LLC,2017,2.5022173447636655
WOLVERINE ASSET MANAGEMENT LLC,2017,2.5018879252827926
HBK Sorce Advisory LLC,2017,2.500991735915955
SCOTIA CAPITAL INC.,2017,2.5005974503740442
Allianz Asset Management GmbH,2017,2.495910489897036
Botty Investors LLC,2017,2.4954413954867523
PROFFITT & GOODSON INC,2017,2.4859302348087557
"APIS CAPITAL ADVISORS, LLC",2015,2.4827599779684872
WESTPAC BANKING CORP,2015,2.481579945818227
"Zimmer Partners, LP",2013,2.4783762360665342
Jefferies Group LLC,2015,2.474671282559873
Shamrock Asset Management LLC,2013,2.472730130274388
"Gilman Hill Asset Management, LLC",2015,2.4724216451438354
STEPHENS INC /AR/,2015,2.47183156704089
OPUS INVESTMENT MANAGEMENT INC,2013,2.4716800260494773
"HM Capital Management, LLC",2015,2.4714042807222762
Cordasco Financial Network,2015,2.471114382511831
KALMAR INVESTMENTS INC /DE/,2013,2.469990325114706
HEITMAN REAL ESTATE SECURITIES LLC,2015,2.4642331950600083
"BOSTON PROVIDENT, L.P.",2013,2.4611998908442048
"Capstone Investment Advisors (Netherlands), B.V.",2017,2.4601738468193535
"SCOPUS ASSET MANAGEMENT, L.P.",2013,2.459707161975515
"INSIGHT 2811, INC.",2017,2.4593510672553895
CLINTON GROUP INC,2015,2.45749512308923
"Uniplan Investment Counsel, Inc.",2015,2.455118621031338
"Longhorn Capital Partners, L.P.",2013,2.4549056069595903
BSW Wealth Partners,2013,2.45334124978325
"Aft, Forsyth & Company, Inc.",2013,2.4505442092962912
Steinberg Global Asset Management,2013,2.4489679855356963
"York Capital Management Global Advisors, LLC",2013,2.4423663999834893
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",2017,2.4405199122373467
Weiss Multi-Strategy Advisers LLC,2017,2.4394718553609325
"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.",2015,2.4387943002881056
MEEDER ASSET MANAGEMENT INC,2015,2.4368389038956098
"FTB Advisors, Inc.",2015,2.4347313865095765
Altalis Capital Management LLC,2015,2.4320412233066477
"Caymus Capital Partners, L.P.",2015,2.4304604536851993
"Hillswick Asset Management, LLC",2017,2.426830141735606
CRAMER ROSENTHAL MCGLYNN LLC,2013,2.423580911533097
"AVIANCE CAPITAL MANAGEMENT, LLC",2013,2.4229003764594985
"Advisors Capital Management, LLC",2017,2.4222092844607124
Accredited Investors Inc.,2017,2.4215564022889113
Apex Capital Management,2015,2.4208929487274675
"Cubist Systematic Strategies, LLC",2015,2.418332436046703
ORRELL CAPITAL MANAGEMENT INC,2015,2.4173757411886143
Private Advisory Group LLC,2017,2.4153624100475835
MADISON INVESTMENT HOLDINGS INC,2015,2.4144257536067575
SPITFIRE CAPITAL LLC,2015,2.4113944964804523
KR CAPITAL ADVISORS INC,2015,2.410759982413358
Peak Ten Capital LLC,2015,2.4061923964922367
"EverPoint Asset Management, LLC",2015,2.404818157215506
INVESTMENT PARTNERS LTD /OH/                            /ADV,2017,2.4029968850682564
"PL Capital Advisors, LLC",2013,2.402348058925771
"Nadler Financial Group, Inc.",2017,2.401876583208318
"Miura Global Management, LLC",2015,2.3986485553283234
HAYS ADVISORY LLC,2017,2.3970872368309757
Accredited Investors Inc.,2015,2.3965539315764355
GRT CAPITAL PARTNERS L.L.C.,2015,2.395785969755112
"WHV Investment Management, Inc.",2013,2.394787629203356
AGF INVESTMENTS INC.,2015,2.3934619654741423
New England Private Wealth Advisors LLC,2013,2.3934499790051516
HOVDE CAPITAL ADVISORS LLC,2013,2.3861835664978854
"Roumell Asset Management, LLC",2017,2.381864043572669
"LEUTHOLD GROUP, LLC",2017,2.381513829361046
"TrimTabs Asset Management, LLC",2017,2.3798976546719044
"D. E. Shaw & Co., Inc.",2015,2.37857075509185
"Jacobus Wealth Management, Inc.",2017,2.37855298743458
"Luxor Capital Group, LP",2013,2.3780521025073518
American Assets Capital Advisers,2015,2.377389274594607
"Gotham Asset Management, LLC",2013,2.375728844925453
MADISON INVESTMENT HOLDINGS INC,2017,2.3752388154803215
CQS Cayman LP,2013,2.375206144055344
MUNDER CAPITAL MANAGEMENT,2013,2.3710440573776
"Anthion Management, LLC",2013,2.3688628315161337
BAKER BROS. ADVISORS LP,2017,2.3686843723645112
"JANE STREET GROUP, LLC",2015,2.3628198824144544
Balentine LLC,2015,2.3557311000468233
Monashee Investment Management LLC,2017,2.3531178315415717
THREE BAYS CAPITAL LP,2017,2.351224025825738
"Cutler Capital Management, LLC",2017,2.3506786691785058
BAIN CAPITAL INVESTORS LLC,2015,2.3499538126223976
"AFAM CAPITAL, INC.",2013,2.3451107450924438
"HG Vora Capital Management, LLC",2015,2.3449753083911347
"GRS Advisors, LLC",2013,2.3436803177328995
Cetera Advisors LLC,2017,2.3431874684362133
"SECOR Capital Advisors, LP",2015,2.3410212501721657
DELTA PARTNERS LP,2017,2.340845822299915
HBK Sorce Advisory LLC,2015,2.338032947386916
BUCKINGHAM CAPITAL MANAGEMENT INC,2015,2.3360191733622107
CLINTON GROUP INC,2013,2.335798734302256
Lombard Odier Asset Management (USA) Corp,2015,2.3353796360479535
WEDGE CAPITAL MANAGEMENT L L P/NC,2015,2.3346839032286577
"Truepoint, Inc.",2017,2.3331327357575398
HIGHBRIDGE CAPITAL MANAGEMENT LLC,2015,2.3311345131291827
OVERBROOK MANAGEMENT CORP,2013,2.327307433663486
"Pinnacle Holdings, LLC",2013,2.326175883223024
Bollard Group LLC,2013,2.3261531487631055
Troob Capital Advisors LLC,2013,2.3250533796671404
HEITMAN REAL ESTATE SECURITIES LLC,2013,2.3244846206709715
Venator Capital Management Ltd.,2017,2.323888784570668
WEDGEWOOD INVESTORS INC /PA/,2017,2.322307919703338
"WBI INVESTMENTS, INC.",2015,2.3222059689290515
SMITHFIELD TRUST CO,2015,2.32129642803429
"VSR Financial Services, Inc.",2015,2.320520671630207
"Private Advisor Group, LLC",2015,2.3186669279839087
"Jarislowsky, Fraser Ltd",2013,2.3186575211445346
"MetLife Securities, Inc",2015,2.314612211184497
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,2015,2.302711167220665
"Nadler Financial Group, Inc.",2015,2.3011660926270263
ELLIOTT MANAGEMENT CORP,2015,2.299113819698876
GUGGENHEIM CAPITAL LLC,2017,2.2943168007561665
LINCLUDEN MANAGEMENT LTD,2017,2.2942339284081266
Incline Global Management LLC,2015,2.2914471564160706
Bollard Group LLC,2015,2.288035446484815
"Samson Capital Management, LLC",2015,2.2873253465512406
Montecito Bank & Trust,2017,2.281949311792347
"TIG Advisors, LLC",2013,2.281051867153314
Caledonia (Private) Investments Pty Ltd,2015,2.2796316640337704
TRUSTMARK NATIONAL BANK TRUST DEPARTMENT,2013,2.27910222261322
FARALLON CAPITAL MANAGEMENT LLC,2015,2.2775840239542147
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,2013,2.276652440925344
Cordasco Financial Network,2017,2.2698681778639482
"Gates Capital Management, Inc.",2015,2.265530211672637
GREEN SQUARE CAPITAL MANAGEMENT LLC,2013,2.264738746723288
MORGAN DEMPSEY CAPITAL MANAGEMENT LLC,2017,2.264471723310769
"First Allied Advisory Services, Inc.",2015,2.262927958919713
"RMB Capital Management, LLC",2015,2.2614189290188653
LUMINUS MANAGEMENT LLC,2015,2.2588502935236185
U S GLOBAL INVESTORS INC,2013,2.257675214910981
GLG Partners LP,2015,2.2535575983091216
"MIG Capital, LLC",2017,2.2532315106516547
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",2015,2.2511806854328396
CQS Cayman LP,2015,2.2465698488487496
EAGLE ASSET MANAGEMENT INC,2015,2.2432753831153525
"Luxor Capital Group, LP",2015,2.2428355985019754
"COWEN GROUP, INC.",2013,2.2425717818945055
"Summit Asset Management, LLC",2015,2.2400744879436187
ARROWGRASS CAPITAL PARTNERS (US) LP,2015,2.2391896170957146
Summit Creek Advisors LLC,2013,2.2376526007959825
CLOVIS CAPITAL MANAGEMENT LP,2013,2.237004502578125
WESTPAC BANKING CORP,2013,2.2366581948859383
"NORTH TIDE CAPITAL, LLC",2015,2.236635322288026
"Salient Capital Advisors, LLC",2015,2.2339058586275384
Monarch Partners Asset Management LLC,2013,2.2317437415629495
J. Goldman & Co LP,2013,2.229709164435453
"AlphaOne Investment Services, LLC",2013,2.228788113268662
RMR ADVISORS INC,2013,2.225996109574977
TRUST DEPARTMENT MB FINANCIAL BANK N A,2013,2.225903033914888
Falcon Edge Capital LP,2015,2.2252616967903136
Hood River Capital Management LLC,2013,2.2252431963672037
"Capital Investment Advisors, LLC",2017,2.2251579822765253
Bouchey Financial Group Ltd,2017,2.224888772527316
Gargoyle Investment Advisor L.L.C.,2017,2.223458782356527
Phocas Financial Corp.,2015,2.2215282822390336
TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,2015,2.217828955862131
Monashee Investment Management LLC,2015,2.216346573522201
ABERDEEN ASSET MANAGEMENT PLC/UK,2017,2.2132324263585694
MACKAY SHIELDS LLC,2013,2.206325030869989
"Independent Portfolio Consultants, Inc.",2013,2.2062427736605335
Marshall Wace North America L.P.,2017,2.2061332864987464
PFG Financial Advisors,2013,2.204551622186232
"Proxima Capital Management, LLC",2017,2.2038667170943658
"NGAM ADVISORS, L.P.",2015,2.2025717329852004
"First Heartland Consultants, Inc.",2013,2.1914684093584085
HIGH POINT BANK & TRUST CO,2015,2.1912619741157764
"FOX RUN MANAGEMENT, L.L.C.",2017,2.190377018476216
VERTEX ONE ASSET MANAGEMENT INC.,2017,2.190033279426878
"Wharton Business Group, LLC",2013,2.1864891811787457
"Hatteras Alternative Mutual Funds, LLC",2013,2.184248982737495
"PEAK6 Investments, L.P.",2015,2.179956320484299
"Camelot Portfolios, LLC",2013,2.178098509318327
SNYDER CAPITAL MANAGEMENT L P,2015,2.1758355999645165
QUALCOMM INC/DE,2013,2.1732817012802856
"BENJAMIN F. EDWARDS & COMPANY, INC.",2017,2.169913710505493
Governors Lane LP,2017,2.168533253926445
MARINER INVESTMENT GROUP LLC,2015,2.1653325844226434
PVG Asset Management,2015,2.1584852630209665
"MISSION WEALTH MANAGEMENT, LLC",2015,2.158101163852737
"ZEKE CAPITAL ADVISORS, LLC",2017,2.1563308417314975
GeoSphere Capital Management,2013,2.1517638561554193
NORTHPOINTE CAPITAL LLC,2015,2.1465102147174258
BlueCrest Capital Management Ltd,2017,2.1447084157441965
Filament LLC,2013,2.1431059003592754
AEW CAPITAL MANAGEMENT L P,2017,2.1428114739652244
SCOTIA CAPITAL INC.,2015,2.140344604655831
LUMINUS MANAGEMENT LLC,2013,2.137001039996445
Shamrock Asset Management LLC,2015,2.136857013616599
SNYDER CAPITAL MANAGEMENT L P,2013,2.133264903443472
potrero capital research llc,2017,2.1296861797804154
Sandell Asset Management,2017,2.1295273161863535
"Lagoda Investment Management, L.P.",2015,2.1281037228259088
Emancipation Management LLC,2017,2.128009634862194
BANK OF AMERICA CORP /DE/,2013,2.12732817504536
Vontobel Swiss Wealth Advisors AG,2017,2.1265784825727563
FCA CORP /TX,2015,2.12382897736181
"American Beacon Advisors, Inc.",2013,2.1186039296108032
WASATCH ADVISORS INC,2013,2.1180060300317756
"KETTLE HILL CAPITAL MANAGEMENT, LLC",2017,2.1173639632671284
"Veritable, L.P.",2015,2.115719717185339
TOWLE & CO,2017,2.114542162990204
THOMPSON SIEGEL & WALMSLEY LLC,2017,2.1131406660552225
"Green Owl Capital Management, LLC",2015,2.1125013518149602
"Pinnacle Holdings, LLC",2015,2.112497931528216
"Old West Investment Management, LLC",2013,2.1102227078156854
TOWLE & CO,2015,2.109945332201095
"Jacobus Wealth Management, Inc.",2013,2.1054414753074364
EMORY UNIVERSITY,2015,2.0984349833284566
"Coe Capital Management, LLC",2013,2.097747360254793
"White Elm Capital, LLC",2013,2.0936548171171765
"Keel Point, LLC",2015,2.093479171874539
"Warren Averett Asset Management, LLC",2017,2.0892446045912076
"Spectrum Management Group, Inc.",2015,2.0872878409799855
"AVIANCE CAPITAL MANAGEMENT, LLC",2017,2.087253964649597
AFTON CAPITAL MANAGEMENT LLC,2013,2.0846701144105197
Kylin Management LLC,2017,2.0824255921313504
"TimesSquare Capital Management, LLC",2013,2.0779617038261984
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,2017,2.0735932513835453
GAGNON SECURITIES LLC,2017,2.0719302552530108
"First Heartland Consultants, Inc.",2017,2.071667902471872
MOTCO,2013,2.0715060808228065
CITADEL ADVISORS LLC,2013,2.0711591515117442
HARVEST CAPITAL MANAGEMENT INC,2015,2.0686508411285436
"Euclidean Technologies Management, LLC",2015,2.067542885740239
Sageworth Trust Co,2013,2.063503036154426
GAGNON SECURITIES LLC,2013,2.0575418507026426
"Geller Family Office Services, LLC",2013,2.052162147093068
Waratah Capital Advisors Ltd.,2017,2.0467904336294005
GOLDMAN SACHS GROUP INC,2015,2.045753139904822
Personal Capital Advisors Corp,2015,2.045014813928081
SG Capital Management LLC,2013,2.044022771599126
MENTA CAPITAL LLC,2013,2.043545391010559
Sensato Investors LLC,2015,2.042706556912731
"Champlain Investment Partners, LLC",2017,2.0403361813579566
"Coyle Financial Counsel, Inc.",2015,2.0382490101698325
BANK OF AMERICA CORP /DE/,2015,2.0378427518151705
"BOOTHBAY FUND MANAGEMENT, LLC",2017,2.0375818637019973
"Syntal Capital Partners, LLC",2015,2.036513713560661
SECURITY CAPITAL RESEARCH & MANAGEMENT INC,2013,2.0356709002669637
WEDGE CAPITAL MANAGEMENT L L P/NC,2013,2.0349168392870127
"Veritable, L.P.",2017,2.03392671485423
Willow Creek Wealth Management Inc.,2017,2.033570738274098
SONATA CAPITAL GROUP INC,2017,2.033549885047502
Mount Lucas Management LP,2017,2.0332348990771467
CB&T Wealth Management,2015,2.031766250975792
JET CAPITAL INVESTORS L P,2013,2.0317487705876305
JACOB ASSET MANAGEMENT OF NEW YORK LLC,2013,2.026987614863161
CMT TRADING LLC,2015,2.026004640160284
"INSIGHT 2811, INC.",2015,2.021544535450193
PORTOLA GROUP INC /CA,2013,2.02099061008546
