,investor,year,weighted_score
10392,METROPOLITAN LIFE INSURANCE CO/NY,2013,10.086458511096698
8095,Highstreet Asset Management Inc.,2013,10.08501850906208
14338,"SEIZERT CAPITAL PARTNERS, LLC",2013,10.084951354774626
8448,IRONBRIDGE CAPITAL MANAGEMENT LP,2013,10.077771829584078
14013,Roundview Capital LLC,2013,10.07008739555995
1356,"Autus Asset Management, LLC",2013,10.066968379615204
8687,"JACOBS LEVY EQUITY MANAGEMENT, INC",2013,10.055179429677592
17297,WELLINGTON MANAGEMENT CO LLP,2013,10.046281671402161
5890,FIL Ltd,2013,10.035337117500163
14761,STALEY CAPITAL ADVISERS INC,2013,10.030149680372341
5142,"Diversified Investment Strategies, LLC",2013,10.02730278855285
7221,"Gilman Hill Asset Management, LLC",2013,10.022740103626933
10055,MAI Wealth Advisors,2013,10.009436433045458
11438,"NUANCE INVESTMENTS, LLC",2013,10.00232312039473
14545,SMITH ASSET MANAGEMENT GROUP LP,2013,9.989927144273938
5063,"Dana Investment Advisors, Inc.",2013,9.987493567631695
14192,SCHMEIDLER A R & CO INC,2013,9.98334295759593
632,ASA Gold & Precious Metals Ltd,2013,9.966734656196856
5038,DYNAMO INTERNACIONAL GESTAO DE RECURSOS LTDA.,2013,9.958949436971864
10895,"Merit Investment Management, LLC",2013,9.943159523724063
9507,"LOCUST WOOD CAPITAL ADVISERS, LLC",2013,9.920676217869637
10982,"Miura Global Management, LLC",2013,9.90795287169325
9215,"Key Colony Management, LLC",2013,9.88167107514575
13603,ROCKEFELLER FINANCIAL SERVICES INC,2013,9.87771189917673
3701,"CTC Alternative Strategies, Ltd.",2013,9.867466263360022
7646,HERSHEY TRUST CO,2013,9.866111277758138
10554,"MOORE CAPITAL MANAGEMENT, LP",2013,9.865057590255068
8151,Hirzel Capital Management LLC,2013,9.861168969017827
390,AMERICAN FINANCIAL GROUP INC,2013,9.854398974558709
12429,"PLATINUM GROVE ASSET MANAGEMENT, LP",2013,9.854185838246512
4167,Childrens Investment Fund Management (UK) LLP,2013,9.851654993725354
342,ALTRINSIC GLOBAL ADVISORS LLC,2013,9.843229033581308
7335,"Granite Investment Partners, LLC",2013,9.837301658239909
16024,TIAA CREF INVESTMENT MANAGEMENT LLC,2013,9.830581221030672
5555,Eidelman Virant Capital,2013,9.829975837732782
5204,"Dunvegan Associates, Inc.",2013,9.827222675772582
3200,CHILTON CAPITAL MANAGEMENT LLC,2013,9.819175279657465
11214,NEW VERNON INVESTMENT MANAGEMENT LLC,2013,9.818793447958129
13306,Quantbot Technologies LLC,2013,9.812001057621787
12362,PICTON MAHONEY ASSET MANAGEMENT,2013,9.804153854323372
14704,SPO ADVISORY CORP,2013,9.778359284001674
5361,EMINENCE CAPITAL LLC,2013,9.775978563396096
3161,CHEMICAL BANK,2013,9.750228023662366
13435,REGENTATLANTIC CAPITAL LLC,2013,9.736151145830242
13353,RABOBANK NEDERLAND /FI,2013,9.731369322184328
3446,COMMERCE BANK,2013,9.720658797393188
11956,Old Mutual Global Index Trackers (Proprietary) LTD,2013,9.719860020311069
5473,"EXCELSIA, INC.",2013,9.717782807687913
9783,Lesa Sroufe & Co,2013,9.714208051649571
6647,Futuris Asset Management AB,2013,9.699208277041846
8798,JOHNSTON ASSET MANAGEMENT CORP,2013,9.662972799993927
16225,TRILOGY GLOBAL ADVISORS LP,2013,9.648960881378056
9418,LEE DANNER & BASS INC,2013,9.645913721891308
11826,ONTARIO TEACHERS PENSION PLAN BOARD,2013,9.64585366308345
9543,LONE PINE CAPITAL LLC,2013,9.644436340576583
745,AVIVA PLC,2013,9.641138519295447
2995,CAPSTONE ASSET MANAGEMENT CO,2013,9.640098360655399
13312,"Quantitative Investment Management, LLC",2013,9.63416618311184
671,AT Bancorp,2013,9.63211145493124
9470,LILLEY & CO,2013,9.622705116972504
11468,Narwhal Capital Management,2013,9.61467443766835
17811,"Wilmington Trust, National Association",2013,9.612330703645169
1105,"Aperio Group, LLC",2013,9.61000704759063
3815,Calvert Investment Management Inc.,2013,9.608980388502761
4500,Covalent Partners LLC,2013,9.607752005589386
3567,CORNERCAP INVESTMENT COUNSEL INC,2013,9.606561753318214
16852,VALUE HOLDINGS LP,2013,9.6038740437181
13701,"RUANE, CUNNIFF & GOLDFARB INC",2013,9.595362686814571
5850,FIC CAPITAL INC,2013,9.591071306234051
9125,KR CAPITAL ADVISORS INC,2013,9.588171444462064
3276,CINQUE PARTNERS LLC,2013,9.580950224390161
10389,METROPOLITAN CAPITAL ADVISORS INC,2013,9.57665811935025
10141,MARINER INVESTMENT GROUP LLC,2013,9.568479369031035
9237,"Kimelman & Baird, LLC",2013,9.56516613644116
1953,BRAUN STACEY ASSOCIATES INC,2013,9.56474733923927
2353,Benchmark Capital Advisors,2013,9.554464761778354
6304,"Financial Advantage, Inc.",2013,9.549410128976959
11202,"NEW MOUNTAIN VANTAGE ADVISERS, L.L.C.",2013,9.530705622739346
929,"AlphaMark Advisors, LLC",2013,9.527096909614041
15649,"Stieven Capital Advisors, L.P.",2013,9.527001186387063
13088,Praesidis Advisors LLC,2013,9.525996206668534
11432,NTV ASSET MANAGEMENT LLC,2013,9.523476350493285
6181,FRED ALGER MANAGEMENT INC,2013,9.513909783476931
14242,SCOGGIN LLC,2013,9.512537691650431
148,ADAR Investment Management LLC,2013,9.508463016063619
13937,"RiverPark Advisors, LLC",2013,9.505840961971362
5977,FIRST MIDWEST BANK TRUST DIVISION,2013,9.467406491685734
16715,UMB BANK N A/MO,2013,9.462355257918015
13192,"Progeny 3, Inc.",2013,9.44656485704616
4507,"Cove Street Capital, LLC",2013,9.434247009539247
12797,"Patriot Wealth Management, Inc.",2013,9.424300699765192
412,AMERICAN NATIONAL BANK & TRUST CO /VA/,2013,9.411630121657787
6843,GLUSKIN SHEFF & ASSOC INC,2013,9.409515103880594
3717,"CULLEN/FROST BANKERS, INC.",2013,9.397284931925007
3541,COOKE & BIELER LP,2013,9.388099674555068
15615,Sterling Capital Management LLC,2013,9.380184249538559
17479,WINDSOR FINANCIAL GROUP LLC,2013,9.378194380948653
14833,"STERNE AGEE GROUP, INC.",2013,9.374821558562541
11347,"NORTH RUN CAPITAL, LP",2013,9.359979475580406
13927,"River Road Asset Management, LLC",2013,9.352107101748468
3379,COBBLESTONE CAPITAL ADVISORS LLC /NY/,2013,9.338408917797766
950,Alta Advisers Ltd,2013,9.334727908821854
8497,Incline Global Management LLC,2013,9.329487893470375
5855,FIDGEON TIMOTHY F,2013,9.32622819247945
13323,"Quantum Capital Management, LLC / NJ",2013,9.325731914179057
6760,GENEVA INVESTMENT MANAGEMENT OF CHICAGO LLC,2013,9.325321716700417
3042,CASTLEARK MANAGEMENT LLC,2013,9.325214620313547
14400,"SG Americas Securities, LLC",2013,9.316231479743394
15667,Stockbridge Partners LLC,2013,9.300579200608162
4344,Conatus Capital Management LP,2013,9.286309699362727
10830,"McAdams Wright Ragen, Inc.",2013,9.281193248361195
9020,KEMPER Corp,2013,9.266691769547569
7919,Hanson & Doremus Investment Management,2013,9.261924789833099
8967,KARPAS STRATEGIES LLC,2013,9.260104940779653
16052,TIGER GLOBAL MANAGEMENT LLC,2013,9.250632997474629
7483,HANSEATIC MANAGEMENT SERVICES INC,2013,9.223034187538842
8249,Hugh Johnson Advisors LLC,2013,9.217135673567261
17363,WESTPORT RESOURCES MANAGEMENT INC,2013,9.201899921093972
57,7x7 Asset Management LLC,2013,9.201072138211137
12580,PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2013,9.197548586455346
1210,"Arlington Value Capital, LLC",2013,9.193116338559758
2045,BROOKSIDE CAPITAL MANAGEMENT LLC,2013,9.188934870762125
13581,ROBECOSAM AG,2013,9.183045568173691
5677,Espalier Global Management LLC,2013,9.179795319498329
7641,HERNDON CAPITAL MANAGEMENT,2013,9.175992553060304
1591,BB&T CORP,2013,9.171089162782154
8302,ICM ASSET MANAGEMENT INC/WA,2013,9.16388431599845
11816,OMERS ADMINISTRATION Corp,2013,9.146289312306676
1509,BANK OF THE WEST,2013,9.12652263523363
5945,"FIRST FINANCIAL HOLDINGS, INC.",2013,9.115789775248116
2333,Bell State Bank & Trust,2013,9.103897327064804
380,AMERICAN CENTURY COMPANIES INC,2013,9.101484767714725
14767,STANDARD PACIFIC CAPITAL LLC/CA,2013,9.100772900168476
1896,BOWEN HANES & CO INC,2013,9.085960359124792
10522,MONTAG A & ASSOCIATES INC,2013,9.081471851153688
7276,"GlobalBridge, Inc.",2013,9.0575500182005
17245,WEDBUSH MORGAN SECURITIES INC,2013,9.052461785108344
14232,SCHWARTZ INVESTMENT COUNSEL INC,2013,9.044317339167318
4103,Cetera Advisor Networks LLC,2013,9.04400117799717
3471,"COMMUNITY BANK NA, a subsidiary of Community Bank System Inc",2013,9.02897971180521
14816,STEINBERG ASSET MANAGEMENT LLC,2013,9.005095171903973
10661,"Madison Street Partners, LLC",2013,8.995979384105233
16916,VGI PARTNERS PTY Ltd,2013,8.990970770211156
1809,BMI CAPITAL CORP,2013,8.975044920227848
6018,"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.",2013,8.961914132661336
1910,BOYS ARNOLD & CO INC,2013,8.953506696777715
7404,Gruss Capital Management LP,2013,8.951560788557078
9393,LAZARD ASSET MANAGEMENT LLC,2013,8.950158040863197
12871,Pentwater Capital Management LP,2013,8.94433035016963
13955,"Robeco Investment Management, Inc.",2013,8.943273982815839
610,ARROW FINANCIAL CORP,2013,8.941532959202469
17158,WADE G W & INC,2013,8.940035113886509
10806,"Matrix Capital Management Company, LLC",2013,8.9336107703746
7700,HIGHLINE CAPITAL MANAGEMENT LLC,2013,8.933564308356821
3059,CATLIN GROUP LTD,2013,8.928176012837188
751,AXA,2013,8.895883620231226
17684,"Wellington Shields Capital Management, LLC",2013,8.893016132927187
17354,WESTPORT ADVISERS LLC,2013,8.88567172235958
7467,HALSEY ASSOCIATES INC/CT,2013,8.877109621099752
16334,Taconic Capital Advisors LP,2013,8.873966194350512
1437,BAIRD ROBERT W & CO INC /WI/,2013,8.87279270911515
13478,RELIANCE TRUST Co,2013,8.863296796850669
4828,DEPRINCE RACE & ZOLLO INC,2013,8.858238685233495
13446,REGIONS FINANCIAL CORP,2013,8.849517287963577
6031,FIRST UNITED BANK TRUST/,2013,8.834621377292143
8120,Hills Bank & Trust Co,2013,8.832246870564685
11546,"New England Investment & Retirement Group, Inc.",2013,8.817199877753168
1529,BANTA ASSET MANAGEMENT LP,2013,8.816279845018947
17342,WESTFIELD CAPITAL MANAGEMENT CO LP,2013,8.805655609043704
14710,SPRINGBANK VALUE PARTNERS LP,2013,8.799149094327385
114,ACCOUNT MANAGEMENT LLC,2013,8.797894706762403
11706,Numeric Investors LLC,2013,8.78957873377416
1884,BOURGEON CAPITAL MANAGEMENT LLC,2013,8.78619859369696
10162,MARKSTON INTERNATIONAL LLC,2013,8.783800887097863
12744,Parkside Financial Bank & Trust,2013,8.778227015037274
8547,Integre Advisors,2013,8.76484354577722
2639,"Brenner West Capital Advisors, LLC",2013,8.733554531102294
9492,LMM LLC,2013,8.728588791742002
6207,"FSI GROUP, LLC",2013,8.725727754139747
13007,"Plante Moran Financial Advisors, LLC",2013,8.720361717789814
10649,"MYCIO WEALTH PARTNERS, LLC",2013,8.7143253589009
14498,SILVERCREST ASSET MANAGEMENT GROUP LLC,2013,8.714271943378737
9324,L & S Advisors Inc,2013,8.696070134161072
17975,Zurcher Kantonalbank (Zurich Cantonalbank),2013,8.687754586372508
4814,DELTEC ASSET MANAGEMENT LLC,2013,8.685953095595513
5710,"Evanston Investments, Inc., dba Evanston Advisors",2013,8.674662262575545
133,ADAGE CAPITAL PARTNERS GP LLC,2013,8.674615453102177
322,"ALPINE WOODS CAPITAL INVESTORS, LLC",2013,8.661788020722035
17425,WHITTIER TRUST CO OF NEVADA INC,2013,8.649492224856646
14835,STEVENS CAPITAL MANAGEMENT LP,2013,8.64510478955587
10233,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2013,8.629938562592459
1245,"Artha Capital Management, Inc.",2013,8.624000597779718
8743,JENNISON ASSOCIATES LLC,2013,8.623734907100394
10406,MIDAS MANAGEMENT CORP,2013,8.604666503900818
8466,IVORY INVESTMENT MANAGEMENT. L.P.,2013,8.579861432230325
615,ARROWGRASS CAPITAL PARTNERS (US) LP,2013,8.579611798147974
5354,EMERGING SOVEREIGN GROUP LLC,2013,8.561577994394746
300,ALLIANCEBERNSTEIN L.P.,2013,8.559790797714218
3452,COMMERZBANK AKTIENGESELLSCHAFT /FI,2013,8.559630390027376
3787,Caerus Global Investors LLC,2013,8.556872719950466
13441,REGENTS OF THE UNIVERSITY OF CALIFORNIA,2013,8.551982895482272
1573,BATTERYMARCH FINANCIAL MANAGEMENT INC,2013,8.548694406482273
1312,Ativo Capital Management LLC,2013,8.54867328531392
14326,SEGALL BRYANT & HAMILL,2013,8.5455956225897
3206,CHILTON INVESTMENT CO LLC,2013,8.54112606595203
2650,Brevan Howard Capital Management LP,2013,8.538267572922543
10888,"Meristem, LLP",2013,8.538109404771584
2969,CAPITAL INTERNATIONAL S A,2013,8.52616568811493
9744,Legg Mason International Equities,2013,8.524092321756747
467,"ANALYTIC INVESTORS, LLC",2013,8.522700451754055
541,ARDSLEY ADVISORY PARTNERS,2013,8.51839803754098
17212,WBI INVESTMENTS,2013,8.5145927996511
11269,NICHOLAS CO INC /WI,2013,8.510468893177421
13740,"Rail-Splitter Capital Management, LLC",2013,8.501957547878416
2751,Buffington Mohr McNeal,2013,8.49013647203039
7755,HOLT-SMITH ADVISORS INC,2013,8.47302396335647
2075,BRYN MAWR TRUST CO/PA,2013,8.445504021340712
11184,NEW AMSTERDAM PARTNERS LLC/NY,2013,8.444088437602854
2986,"CAPITAL ONE, NATIONAL ASSOCIATION",2013,8.441430387583035
9187,"Kenmare Capital Partners, L.L.C.",2013,8.437296162535084
5962,FIRST MANHATTAN CO,2013,8.432784729082845
16006,THORNBURG INVESTMENT MANAGEMENT INC,2013,8.420639511936484
10116,MARATHON CAPITAL MANAGEMENT,2013,8.414945748583172
1833,"BOKF, NA",2013,8.412965246601035
2542,Bodri Capital Management LLC,2013,8.412619139734863
11491,Nationwide Fund Advisors,2013,8.399359620460949
5408,ESSEX INVESTMENT MANAGEMENT CO LLC,2013,8.37773591940099
12281,PEKIN SINGER STRAUSS ASSET MANAGEMENT /IL,2013,8.370006118377194
5422,EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,2013,8.366405196315453
15267,Shannon River Fund Management CO LLC,2013,8.333993295265769
10135,MARIETTA INVESTMENT PARTNERS LLC,2013,8.329437767445015
1341,"Aureus Asset Management, LLC",2013,8.325913958508202
15025,"Sage Asset Management, L.P.",2013,8.317591486360563
8347,ING INVESTMENT MANAGEMENT LLC,2013,8.316476655322697
5959,FIRST INVESTORS MANAGEMENT CO INC,2013,8.299443084163535
127,"ACT II MANAGEMENT, LP",2013,8.299208868305286
17731,Westend Capital Management LLC,2013,8.293165539363624
9057,KING INVESTMENT ADVISORS INC/TX,2013,8.289754602650516
9080,KINGSTOWN CAPITAL MANAGEMENT L.P.,2013,8.287216762895646
721,AUXIER ASSET MANAGEMENT,2013,8.284635869656913
3554,COOPERMAN LEON G,2013,8.284188518974197
17969,"Zuckerman Investment Group, LLC",2013,8.271451793886945
8725,"JASINKIEWICZ CAPITAL MANAGEMENT, LP",2013,8.251241162789682
15837,TANAKA CAPITAL MANAGEMENT INC,2013,8.239493175691745
2613,Brahman Capital Corp.,2013,8.238271317917858
8307,ICON ADVISERS INC/CO,2013,8.237352906800272
16682,Tyrus Capital S.A.M.,2013,8.234006672908048
4413,"Convergence Investment Partners, LLC",2013,8.231768363872849
1298,"Aston Asset Management, LP",2013,8.22399303216362
10857,Meditor Group Ltd,2013,8.223836480543056
15336,"Signpost Capital Advisors, LLC",2013,8.221924505691083
12697,"Panning Capital Management, LP",2013,8.21735464906017
15770,"Summit Investment Advisors, Inc.",2013,8.216360562070646
16785,USCA RIA LLC,2013,8.213714398275917
6949,"GREAT LAKES ADVISORS, LLC",2013,8.21319423794121
5618,Encompass Capital Advisors LLC,2013,8.200835976579462
14560,SMITH THOMAS W,2013,8.194894125206194
8208,"Horrell Capital Management, Inc.",2013,8.193316521074259
733,AVENIR CORP,2013,8.192987462580655
10091,MAPLE SECURITIES USA INC,2013,8.192598343108463
6158,"FOURPOINTS Investment Managers, S.A.S.",2013,8.178753545696994
8729,"JBF Capital, Inc.",2013,8.177109790748212
12586,PUBLIC SECTOR PENSION INVESTMENT BOARD,2013,8.169533360411775
15086,Sandy Spring Bank,2013,8.155424907897086
16771,US BANCORP \DE\,2013,8.141262427709085
14357,"SENECA CAPITAL INVESTMENTS, L.P.",2013,8.140129146120714
2757,Burgundy Asset Management Ltd.,2013,8.13998114189752
1318,Atlanta Capital Group,2013,8.11165968695074
4058,"Centaur Capital Partners, L.P.",2013,8.10169141737568
2434,BlackRock Fund Advisors,2013,8.096823027962875
17801,Willow Street Advisors LLC,2013,8.08045160462439
8981,KBC Group NV,2013,8.076913462675531
9059,KING LUTHER CAPITAL MANAGEMENT CORP,2013,8.073029454579787
5774,FAIRVIEW CAPITAL INVESTMENT MANAGEMENT,2013,8.060207171603786
8947,KAHN BROTHERS & CO INC /DE/,2013,8.058056217273514
10931,"Miller Investment Management, LP",2013,8.052452047836663
11702,"NuWave Investment Management, LLC",2013,8.035791987774484
2841,CALDWELL & ORKIN INC,2013,8.033374646523788
14360,"SENTINEL ASSET MANAGEMENT, INC.",2013,8.03288761373992
5999,FIRST NATIONAL TRUST CO,2013,8.012548926580957
2595,"Boyer & Corporon Wealth Management, LLC",2013,8.00777642568848
4602,"Cubic Asset Management, LLC",2013,8.00250438811747
15548,Standard Life Investments LTD,2013,7.989362773935446
10070,MANAGED ACCOUNT ADVISORS LLC,2013,7.970918978733125
16172,TPG-AXON Management LP,2013,7.9529618292783955
13045,Polar Capital LLP,2013,7.952025738048533
14667,SPECTRUM ADVISORY SERVICES INC,2013,7.942967525849049
17174,WAGNER CAPITAL MANAGEMENT CORP,2013,7.939555134155566
2745,"Budros, Ruhlin & Roe, Inc.",2013,7.907677453598566
6548,"Foundation Asset Management, LLC",2013,7.907322607359967
17274,"WEITZ INVESTMENT MANAGEMENT, INC.",2013,7.9027502031064785
3147,"CHATHAM CAPITAL GROUP, INC.",2013,7.8838070461716585
6813,GLENHILL ADVISORS LLC,2013,7.865468294981312
1268,Asian Century Quest Capital LLC,2013,7.858482343715612
11399,NORTHSTAR INVESTMENT ADVISORS LLC,2013,7.855839710741323
2237,Baring International Investment Ltd,2013,7.843122543425301
14857,STOCK YARDS BANK & TRUST CO,2013,7.838259039504361
13480,RENAISSANCE GROUP LLC,2013,7.836288680556989
15889,TCW GROUP INC,2013,7.835583742672252
11831,OPPENHEIMER & CO INC,2013,7.830183574153291
1991,BRIDGEWAY CAPITAL MANAGEMENT INC,2013,7.827899146706117
16930,VIKING FUND MANAGEMENT LLC,2013,7.821351849846732
8625,"Ipswich Investment Management Co., Inc.",2013,7.8181842371636865
10156,MARKEL CORP,2013,7.813833849221314
15062,"Sand Hill Global Advisors, LLC",2013,7.803850953142829
9631,LYRICAL ASSET MANAGEMENT LP,2013,7.796534654051715
4649,Cypress Capital Group,2013,7.782539148566089
3655,CRITERION CAPITAL MANAGEMENT LLC,2013,7.7800565073400225
12518,PRIVATE CAPITAL MANAGEMENT,2013,7.77836190103722
7294,"GoodHaven Capital Management, LLC",2013,7.757267212397167
12880,"Peregrine Asset Advisers, Inc.",2013,7.753560550542345
16659,"Twin Securities, Inc.",2013,7.753234915811138
4961,DOWLING & YAHNKE LLC,2013,7.751960505742103
15442,Somerset Group LLC,2013,7.748435098689132
31,"300 NORTH CAPITAL, LLC",2013,7.730098760759952
11578,Newbrook Capital Advisors LP,2013,7.7266731879713
11901,OTTER CREEK MANAGEMENT INC,2013,7.7064974049748525
8737,JD CAPITAL MANAGEMENT LLC,2013,7.686772342071052
6758,GENEVA CAPITAL MANAGEMENT LTD/WI,2013,7.674840025798655
6463,First Washington CORP,2013,7.673526262625004
5901,FINANCIAL COUNSELORS INC,2013,7.664381173567898
9262,"Kistler-Tiffany Companies, LLC",2013,7.663102429262306
14491,SII INVESTMENTS INC/WI,2013,7.65343591378911
10199,MARTIN & CO INC /TN/,2013,7.642476551764014
5860,FIDUCIARY FINANCIAL SERVICES OF THE SOUTHWEST INC /TX,2013,7.641812258735139
17520,WOODMONT INVESTMENT COUNSEL LLC,2013,7.6409417763147625
14248,SCOPIA CAPITAL MANAGEMENT LLC,2013,7.614755144990177
1567,"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",2013,7.612669574485562
15567,"State of Alaska, Department of Revenue",2013,7.612435530607334
10441,MILLER HOWARD INVESTMENTS INC /NY,2013,7.584744083817712
8074,"HighTower Advisors, LLC",2013,7.58024272051896
10321,MD SASS INVESTORS SERVICES INC,2013,7.574211228140675
10030,MACQUARIE GROUP LTD,2013,7.565656466346859
14856,STIFEL NICOLAUS & CO INC \MO\,2013,7.551200167321691
9902,Lonestar Capital Management LLC,2013,7.544387093459359
5605,Employees Retirement System of Texas,2013,7.536469043021318
9519,LOEB PARTNERS CORP,2013,7.523713694108447
15738,"Sumitomo Mitsui Asset Management Company, LTD",2013,7.523489368097966
15702,Strategic Capital Group LLC,2013,7.50226342628481
164,ADVANCE CAPITAL I INC,2013,7.501142277386751
16382,Teilinger Capital Ltd.,2013,7.487772882998659
7746,HOLLAND CAPITAL MANAGEMENT LLC,2013,7.487164528375165
8231,Huber Capital Management LLC,2013,7.482536256716112
12483,PRICE T ROWE ASSOCIATES INC /MD/,2013,7.480274817726293
17465,WILMINGTON TRUST CO,2013,7.463965816012072
1769,BLACKHILL CAPITAL INC,2013,7.44662120100573
375,AMERICAN CAPITAL MANAGEMENT INC,2013,7.443488316203258
7603,HELLMAN JORDAN MANAGEMENT CO INC /MA/,2013,7.442452749059266
3525,CONTINENTAL ADVISORS LLC,2013,7.433629660196497
12335,PGGM Investments,2013,7.4318218491267345
10227,"MASON STREET ADVISORS, LLC",2013,7.428296479641267
11418,NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,2013,7.428296479641267
8872,Janney Montgomery Scott LLC,2013,7.419157425309375
12028,Orchard Hill Capital Management LP,2013,7.4174812238783705
13959,"Robertson Opportunity Capital, LLC",2013,7.4062138236474135
15714,"Strategic Investment Advisors, Inc",2013,7.3900868330424
12601,PUTNAM INVESTMENTS LLC,2013,7.370266136738714
420,AMERIPRISE FINANCIAL INC,2013,7.37018875847734
17086,Vermillion Asset Management LLC,2013,7.360149158735537
12141,PARA ADVISORS LLC,2013,7.358338216263371
3345,CLOUGH CAPITAL PARTNERS L P,2013,7.33950498854
11527,Neuberger Berman Group LLC,2013,7.332773660438771
2975,CAPITAL MANAGEMENT ASSOCIATES /NY/,2013,7.324915960724649
4739,"DAVIS CAPITAL PARTNERS, LLC",2013,7.323690915297629
2072,BRYN MAWR CAPITAL MANAGEMENT INC,2013,7.308626545267009
15150,"Schooner Investment Group, LLC.",2013,7.301621935425731
15078,Sandhill Capital Partners LLC,2013,7.295384403513364
6742,GENERAL MOTORS INVESTMENT MANAGEMENT CORP,2013,7.2810530105740945
17854,Woodbine Capital Advisors LP,2013,7.277920223425903
8719,JANUS CAPITAL MANAGEMENT LLC,2013,7.276242836846836
6583,"Freestone Capital Holdings, LLC",2013,7.270628519012343
11894,OSTERWEIS CAPITAL MANAGEMENT INC,2013,7.26954673868681
11171,NEEDHAM INVESTMENT MANAGEMENT LLC,2013,7.260058057033403
17321,"WESPAC Advisors, LLC",2013,7.252805140866236
17098,"Vigilant Capital Management, LLC",2013,7.248144346354845
15913,TEACHERS ADVISORS INC,2013,7.234242472737496
12478,PRICE MICHAEL F,2013,7.23176694791589
17041,Venor Capital Management LP,2013,7.227147057402711
9529,LOGAN CAPITAL MANAGEMENT INC,2013,7.21004094005135
8391,INTRUST BANK NA,2013,7.2062361926299
16725,UNIONBANCAL CORP,2013,7.2029153882090435
14336,SEI TRUST CO,2013,7.200315043174044
11382,NORTHERN TRUST CORP,2013,7.19835895949168
4315,"Commonwealth Equity Services, Inc",2013,7.185039456238606
15142,"Scepter Holdings, Inc.",2013,7.182536240618452
11840,OPPENHEIMER FUNDS INC,2013,7.176136825031652
6346,Findlay Park Partners LLP,2013,7.171139378680954
8505,"Independence Capital Asset Partners, LLC",2013,7.14429175114452
2221,Bank of the Ozarks,2013,7.143394339565542
4349,"Concannon Wealth Management, LLC",2013,7.14182328082988
15249,Serengeti Asset Management LP,2013,7.140160727692754
150,"ADDISON CLARK MANAGEMENT, L.L.C.",2013,7.137811146078764
17327,"WEST CHESTER CAPITAL ADVISORS, INC",2013,7.129015944829501
16394,"Telemark Asset Management, LLC",2013,7.126415776135232
10703,"Manatuck Hill Partners, LLC",2013,7.125511357336119
17489,WINSLOW ASSET MANAGEMENT INC,2013,7.103846731095773
3414,COLUMBIA CAPITAL LLC,2013,7.099629052575988
16426,Tetrem Capital Management Ltd.,2013,7.089860238147859
16103,TOCQUEVILLE ASSET MANAGEMENT L.P.,2013,7.085545711423842
6665,GAM Holding AG,2013,7.083958825171268
2098,BTIM Corp.,2013,7.076644486112624
17341,WESTERN NATIONAL TRUST CO,2013,7.066882872028469
1069,"Anchorage Capital Group, L.L.C.",2013,7.057017875962963
401,AMERICAN INTERNATIONAL GROUP INC,2013,7.0516742960886205
9094,KKR Asset Management LLC,2013,7.0427428994390855
10376,MERITAGE PORTFOLIO MANAGEMENT,2013,7.033020525896727
12968,PineBridge Investments Ltd,2013,7.0312704508966695
4067,"Centerbridge Partners, L.P.",2013,7.015753180599146
7618,HENGEHOLD CAPITAL MANAGEMENT LLC,2013,7.014858386925826
16871,VAN ECK ASSOCIATES CORP,2013,7.012760217807808
14538,SLS MANAGEMENT LLC,2013,7.011842786164118
17698,"West Family Investments, Inc.",2013,7.011276106643626
5262,EASTERN BANK,2013,7.0064901019057695
6704,"GARNET EQUITY CAPITAL HOLDINGS, INC.",2013,6.9828763483766245
2511,"BlueMountain Capital Management, LLC",2013,6.981554453810459
7423,Guinness Atkinson Asset Management Inc,2013,6.9608699844081645
11761,OAKWOOD CAPITAL MANAGEMENT LLC/CA,2013,6.946730305433361
14511,"SIR Capital Management, L.P.",2013,6.936044551442137
16254,TRUST CO OF VIRGINIA /VA,2013,6.929694678952298
14200,SCHNEIDER CAPITAL MANAGEMENT CORP,2013,6.925968335174665
9833,Lionstone Capital Management LLC,2013,6.9190086213828454
7673,HIGH POINTE CAPITAL MANAGEMENT LLC,2013,6.915046249327382
5832,FEDERATED INVESTORS INC /PA/,2013,6.91142607275409
6753,GENESEE VALLEY TRUST CO,2013,6.9018627725212065
11317,NOMURA HOLDINGS INC,2013,6.898780316763854
4729,DAVIDSON INVESTMENT ADVISORS,2013,6.8947253797837655
16797,Ulysses Management LLC,2013,6.886895817805753
2127,BURNEY CO/,2013,6.872417287468165
13382,RAPTOR CAPITAL MANAGEMENT LP,2013,6.861631827478856
13178,"ProVise Management Group, LLC",2013,6.848354817515498
5338,ELLIOTT MANAGEMENT CORP,2013,6.818151371887136
17993,"del Rey Global Investors, LLC",2013,6.809863054699735
4674,"D. E. Shaw & Co., Inc.",2013,6.804845737286934
10635,MUTUAL OF AMERICA CAPITAL MANAGEMENT CORP,2013,6.8002230938771095
11258,"NFC Investments, LLC",2013,6.797289980327373
17126,"Visium Asset Management, LP",2013,6.797062907204535
13666,ROYAL BANK OF SCOTLAND GROUP PLC,2013,6.790147266440399
3520,CONNORS INVESTOR SERVICES INC,2013,6.782125862868106
7063,GUARDIAN CAPITAL ADVISORS LP,2013,6.77958825341885
